voter_count,precinct_code,political_party,precinct_description,election_date,election
1,226,GREEN,PHILA WD 02 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
261,226,DEMOCRATIC,PHILA WD 02 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,226,OTHER,PHILA WD 02 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,226,LIBERTARIAN,PHILA WD 02 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,226,NO AFFILIATION,PHILA WD 02 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,226,NO PARTY,PHILA WD 02 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
16,226,REPUBLICAN,PHILA WD 02 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
266,227,DEMOCRATIC,PHILA WD 02 DIV 27,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
19,227,REPUBLICAN,PHILA WD 02 DIV 27,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,227,NO AFFILIATION,PHILA WD 02 DIV 27,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
153,301,DEMOCRATIC,PHILA WD 03 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,301,NO PARTY,PHILA WD 03 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,301,REPUBLICAN,PHILA WD 03 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,301,INDEPENDENT,PHILA WD 03 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,301,NO AFFILIATION,PHILA WD 03 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
140,302,DEMOCRATIC,PHILA WD 03 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,302,NO AFFILIATION,PHILA WD 03 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,302,NO PARTY,PHILA WD 03 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,302,REPUBLICAN,PHILA WD 03 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,303,NO AFFILIATION,PHILA WD 03 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
217,303,DEMOCRATIC,PHILA WD 03 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,303,NON-PARTISAN,PHILA WD 03 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,303,INDEPENDENT,PHILA WD 03 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,303,REPUBLICAN,PHILA WD 03 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
226,304,DEMOCRATIC,PHILA WD 03 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,304,NO AFFILIATION,PHILA WD 03 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,304,REPUBLICAN,PHILA WD 03 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,305,REPUBLICAN,PHILA WD 03 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,305,NO AFFILIATION,PHILA WD 03 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,305,INDEPENDENT,PHILA WD 03 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
131,305,DEMOCRATIC,PHILA WD 03 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,306,NO AFFILIATION,PHILA WD 03 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,306,INDEPENDENT,PHILA WD 03 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
190,306,DEMOCRATIC,PHILA WD 03 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,307,NO AFFILIATION,PHILA WD 03 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
176,307,DEMOCRATIC,PHILA WD 03 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,307,REPUBLICAN,PHILA WD 03 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,307,INDEPENDENT,PHILA WD 03 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,307,OTHER,PHILA WD 03 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,308,REPUBLICAN,PHILA WD 03 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
170,308,DEMOCRATIC,PHILA WD 03 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,308,NO AFFILIATION,PHILA WD 03 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,309,NO AFFILIATION,PHILA WD 03 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
239,309,DEMOCRATIC,PHILA WD 03 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,309,REPUBLICAN,PHILA WD 03 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
196,310,DEMOCRATIC,PHILA WD 03 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,310,UNKNOWN,PHILA WD 03 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,310,NO AFFILIATION,PHILA WD 03 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,311,NO AFFILIATION,PHILA WD 03 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
242,311,DEMOCRATIC,PHILA WD 03 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,311,REPUBLICAN,PHILA WD 03 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,312,NO PARTY,PHILA WD 03 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
185,312,DEMOCRATIC,PHILA WD 03 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,312,REPUBLICAN,PHILA WD 03 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,313,INDEPENDENT,PHILA WD 03 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,313,NO AFFILIATION,PHILA WD 03 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
152,313,DEMOCRATIC,PHILA WD 03 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,314,REPUBLICAN,PHILA WD 03 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
243,314,DEMOCRATIC,PHILA WD 03 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,314,NO AFFILIATION,PHILA WD 03 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,314,UNKNOWN,PHILA WD 03 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,315,NO AFFILIATION,PHILA WD 03 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
191,315,DEMOCRATIC,PHILA WD 03 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,315,REPUBLICAN,PHILA WD 03 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,315,INDEPENDENT,PHILA WD 03 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,316,NO AFFILIATION,PHILA WD 03 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,316,INDEPENDENT,PHILA WD 03 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
231,316,DEMOCRATIC,PHILA WD 03 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,316,REPUBLICAN,PHILA WD 03 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,317,OTHER,PHILA WD 03 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
239,317,DEMOCRATIC,PHILA WD 03 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,317,NO AFFILIATION,PHILA WD 03 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,318,NO AFFILIATION,PHILA WD 03 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,318,REPUBLICAN,PHILA WD 03 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
225,318,DEMOCRATIC,PHILA WD 03 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
251,319,DEMOCRATIC,PHILA WD 03 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,319,NO AFFILIATION,PHILA WD 03 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,319,NO PARTY,PHILA WD 03 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,319,GREEN,PHILA WD 03 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
159,320,DEMOCRATIC,PHILA WD 03 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,320,REPUBLICAN,PHILA WD 03 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,320,NO AFFILIATION,PHILA WD 03 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,320,NON-PARTISAN,PHILA WD 03 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,320,NO PARTY,PHILA WD 03 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,321,REPUBLICAN,PHILA WD 03 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,321,UNKNOWN,PHILA WD 03 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,321,NO AFFILIATION,PHILA WD 03 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
125,321,DEMOCRATIC,PHILA WD 03 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,322,NO PARTY,PHILA WD 03 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,322,NO AFFILIATION,PHILA WD 03 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,322,REPUBLICAN,PHILA WD 03 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
128,322,DEMOCRATIC,PHILA WD 03 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,401,NO AFFILIATION,PHILA WD 04 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,401,OTHER,PHILA WD 04 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,401,REPUBLICAN,PHILA WD 04 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
179,401,DEMOCRATIC,PHILA WD 04 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,402,NO AFFILIATION,PHILA WD 04 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
212,402,DEMOCRATIC,PHILA WD 04 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,402,REPUBLICAN,PHILA WD 04 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,402,OTHER,PHILA WD 04 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
208,403,DEMOCRATIC,PHILA WD 04 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,403,REPUBLICAN,PHILA WD 04 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,403,NO AFFILIATION,PHILA WD 04 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
112,404,DEMOCRATIC,PHILA WD 04 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,404,REPUBLICAN,PHILA WD 04 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,404,NO AFFILIATION,PHILA WD 04 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,404,LIBERTARIAN,PHILA WD 04 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,405,NO AFFILIATION,PHILA WD 04 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,405,REPUBLICAN,PHILA WD 04 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
193,405,DEMOCRATIC,PHILA WD 04 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,405,INDEPENDENT,PHILA WD 04 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
186,406,DEMOCRATIC,PHILA WD 04 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,406,REPUBLICAN,PHILA WD 04 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,407,NO AFFILIATION,PHILA WD 04 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,407,INDEPENDENT,PHILA WD 04 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
235,407,DEMOCRATIC,PHILA WD 04 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,407,REPUBLICAN,PHILA WD 04 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,408,NO PARTY,PHILA WD 04 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,408,NO AFFILIATION,PHILA WD 04 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,408,INDEPENDENT,PHILA WD 04 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,408,OTHER,PHILA WD 04 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,408,REPUBLICAN,PHILA WD 04 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
218,408,DEMOCRATIC,PHILA WD 04 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,409,NO AFFILIATION,PHILA WD 04 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
204,409,DEMOCRATIC,PHILA WD 04 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,410,REPUBLICAN,PHILA WD 04 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
185,410,DEMOCRATIC,PHILA WD 04 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,410,INDEPENDENT,PHILA WD 04 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,410,NO AFFILIATION,PHILA WD 04 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,411,REPUBLICAN,PHILA WD 04 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
195,411,DEMOCRATIC,PHILA WD 04 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,411,NO AFFILIATION,PHILA WD 04 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,411,OTHER,PHILA WD 04 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
22,529,DEMOCRATIC,PHILA WD 05 DIV 29,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,412,NO AFFILIATION,PHILA WD 04 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
155,412,DEMOCRATIC,PHILA WD 04 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,412,REPUBLICAN,PHILA WD 04 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,413,REPUBLICAN,PHILA WD 04 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
227,413,DEMOCRATIC,PHILA WD 04 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,413,NO AFFILIATION,PHILA WD 04 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,413,OTHER,PHILA WD 04 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,414,REPUBLICAN,PHILA WD 04 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
181,414,DEMOCRATIC,PHILA WD 04 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,414,INDEPENDENT,PHILA WD 04 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,414,NO AFFILIATION,PHILA WD 04 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,415,UNKNOWN,PHILA WD 04 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,415,INDEPENDENT,PHILA WD 04 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,415,NO AFFILIATION,PHILA WD 04 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,415,OTHER,PHILA WD 04 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
171,415,DEMOCRATIC,PHILA WD 04 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,415,REPUBLICAN,PHILA WD 04 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,416,REPUBLICAN,PHILA WD 04 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,416,NO PARTY,PHILA WD 04 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
202,416,DEMOCRATIC,PHILA WD 04 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,416,NO AFFILIATION,PHILA WD 04 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,416,UNKNOWN,PHILA WD 04 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,417,REPUBLICAN,PHILA WD 04 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
208,417,DEMOCRATIC,PHILA WD 04 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,417,NO AFFILIATION,PHILA WD 04 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
215,418,DEMOCRATIC,PHILA WD 04 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,418,NO PARTY,PHILA WD 04 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,418,INDEPENDENT,PHILA WD 04 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,418,NO AFFILIATION,PHILA WD 04 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,419,REPUBLICAN,PHILA WD 04 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,419,NO AFFILIATION,PHILA WD 04 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
128,419,DEMOCRATIC,PHILA WD 04 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,420,INDEPENDENCE,PHILA WD 04 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,420,NO AFFILIATION,PHILA WD 04 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
173,420,DEMOCRATIC,PHILA WD 04 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,420,REPUBLICAN,PHILA WD 04 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,421,REPUBLICAN,PHILA WD 04 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,421,NO AFFILIATION,PHILA WD 04 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
232,421,DEMOCRATIC,PHILA WD 04 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,501,GREEN,PHILA WD 05 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,501,NO AFFILIATION,PHILA WD 05 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
36,501,REPUBLICAN,PHILA WD 05 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
325,501,DEMOCRATIC,PHILA WD 05 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
210,502,DEMOCRATIC,PHILA WD 05 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,502,OTHER,PHILA WD 05 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,502,INDEPENDENT,PHILA WD 05 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,502,NO AFFILIATION,PHILA WD 05 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
16,502,REPUBLICAN,PHILA WD 05 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,503,NO AFFILIATION,PHILA WD 05 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
35,503,REPUBLICAN,PHILA WD 05 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
234,503,DEMOCRATIC,PHILA WD 05 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,503,LIBERTARIAN,PHILA WD 05 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,503,INDEPENDENT,PHILA WD 05 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
236,504,DEMOCRATIC,PHILA WD 05 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
22,504,REPUBLICAN,PHILA WD 05 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,504,NO PARTY,PHILA WD 05 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,504,LIBERTARIAN,PHILA WD 05 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,504,NO AFFILIATION,PHILA WD 05 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
262,505,DEMOCRATIC,PHILA WD 05 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,505,UNAFFILIATED,PHILA WD 05 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
24,505,REPUBLICAN,PHILA WD 05 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,505,NO AFFILIATION,PHILA WD 05 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,505,LIBERTARIAN,PHILA WD 05 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,505,NO PARTY,PHILA WD 05 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,506,GREEN,PHILA WD 05 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,506,NO AFFILIATION,PHILA WD 05 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
204,506,DEMOCRATIC,PHILA WD 05 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
18,506,REPUBLICAN,PHILA WD 05 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,507,INDEPENDENT,PHILA WD 05 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,507,NO PARTY,PHILA WD 05 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,507,NO AFFILIATION,PHILA WD 05 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,507,REPUBLICAN,PHILA WD 05 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
159,507,DEMOCRATIC,PHILA WD 05 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,508,UNAFFILIATED,PHILA WD 05 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,508,INDEPENDENCE,PHILA WD 05 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
16,508,NO AFFILIATION,PHILA WD 05 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
250,508,DEMOCRATIC,PHILA WD 05 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,508,INDEPENDENT,PHILA WD 05 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,508,NO PARTY,PHILA WD 05 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,508,REPUBLICAN,PHILA WD 05 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,509,INDEPENDENT,PHILA WD 05 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,509,NO PARTY,PHILA WD 05 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
22,509,REPUBLICAN,PHILA WD 05 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,509,LIBERTARIAN,PHILA WD 05 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,509,NO AFFILIATION,PHILA WD 05 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,510,GREEN,PHILA WD 05 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,510,NO AFFILIATION,PHILA WD 05 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
22,510,REPUBLICAN,PHILA WD 05 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
92,510,DEMOCRATIC,PHILA WD 05 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
216,511,DEMOCRATIC,PHILA WD 05 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
