election,election_date,precinct_description,precinct_code,political_party,voter_count
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 17,4117,REPUBLICAN,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 18,4118,DEMOCRATIC,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 18,4118,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 19,4119,DEMOCRATIC,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 19,4119,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 19,4119,REPUBLICAN,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 20,4120,DEMOCRATIC,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 20,4120,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 20,4120,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 21,4121,DEMOCRATIC,44
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 21,4121,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 21,4121,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 22,4122,DEMOCRATIC,35
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 22,4122,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 22,4122,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 23,4123,DEMOCRATIC,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 23,4123,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 24,4124,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 24,4124,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 25,4125,DEMOCRATIC,57
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 25,4125,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 25,4125,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 25,4125,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 26,4126,DEMOCRATIC,36
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 26,4126,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 26,4126,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 26,4126,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 01,4201,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 01,4201,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 01,4201,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 01,4201,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 02,4202,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 02,4202,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 03,4203,DEMOCRATIC,57
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 03,4203,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 03,4203,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 04,4204,DEMOCRATIC,37
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 04,4204,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 05,4205,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 05,4205,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 05,4205,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 06,4206,DEMOCRATIC,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 06,4206,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 06,4206,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 07,4207,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 07,4207,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 07,4207,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 08,4208,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 08,4208,INDEPENDENCE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 08,4208,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 08,4208,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 09,4209,DEMOCRATIC,36
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 09,4209,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 09,4209,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 09,4209,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 10,4210,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 10,4210,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 11,4211,DEMOCRATIC,50
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 11,4211,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 11,4211,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 11,4211,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 12,4212,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 12,4212,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 13,4213,DEMOCRATIC,93
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 13,4213,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 14,4214,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 14,4214,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 14,4214,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 14,4214,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 15,4215,DEMOCRATIC,69
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 15,4215,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 15,4215,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 16,4216,DEMOCRATIC,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 16,4216,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 16,4216,INDEPENDENCE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 16,4216,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 16,4216,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 17,4217,DEMOCRATIC,62
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 17,4217,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 17,4217,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 17,4217,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 18,4218,DEMOCRATIC,78
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 18,4218,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 19,4219,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 19,4219,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 20,4220,DEMOCRATIC,77
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 20,4220,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 21,4221,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 21,4221,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 21,4221,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 21,4221,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 22,4222,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 22,4222,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 22,4222,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 23,4223,DEMOCRATIC,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 23,4223,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 24,4224,DEMOCRATIC,89
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 24,4224,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 24,4224,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 25,4225,DEMOCRATIC,83
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 25,4225,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 25,4225,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 25,4225,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 42 DIV 25,4225,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 01,4301,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 01,4301,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 01,4301,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 02,4302,DEMOCRATIC,85
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 02,4302,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 02,4302,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 02,4302,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 03,4303,DEMOCRATIC,40
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 03,4303,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 03,4303,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 04,4304,DEMOCRATIC,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 04,4304,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 04,4304,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 05,4305,DEMOCRATIC,41
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 05,4305,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 05,4305,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 06,4306,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 06,4306,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 07,4307,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 07,4307,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 07,4307,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 08,4308,DEMOCRATIC,38
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 08,4308,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 08,4308,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 09,4309,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 09,4309,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 09,4309,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 10,4310,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 10,4310,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 10,4310,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 11,4311,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 11,4311,DEMOCRATIC,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 11,4311,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 12,4312,DEMOCRATIC,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 12,4312,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 13,4313,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 13,4313,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 13,4313,OTHER,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 13,4313,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 14,4314,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 14,4314,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 15,4315,DEMOCRATIC,38
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 15,4315,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 16,4316,DEMOCRATIC,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 16,4316,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 17,4317,DEMOCRATIC,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 17,4317,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 17,4317,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 18,4318,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 18,4318,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 19,4319,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 19,4319,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 19,4319,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 20,4320,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 20,4320,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 20,4320,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 21,4321,DEMOCRATIC,77
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 21,4321,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 22,4322,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 22,4322,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 22,4322,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 22,4322,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 23,4323,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 23,4323,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 24,4324,DEMOCRATIC,78
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 24,4324,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 25,4325,UNKNOWN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 25,4325,DEMOCRATIC,65
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 43 DIV 25,4325,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 01,4401,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 01,4401,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 01,4401,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 02,4402,DEMOCRATIC,76
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 02,4402,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 02,4402,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 03,4403,DEMOCRATIC,53
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 03,4403,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 04,4404,DEMOCRATIC,63
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 04,4404,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 04,4404,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 05,4405,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 05,4405,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 06,4406,DEMOCRATIC,106
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 06,4406,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 07,4407,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 07,4407,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 07,4407,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 07,4407,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 08,4408,DEMOCRATIC,57
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 08,4408,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 08,4408,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 09,4409,DEMOCRATIC,71
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 09,4409,OTHER,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 09,4409,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 10,4410,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 10,4410,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 11,4411,DEMOCRATIC,106
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 11,4411,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 11,4411,OTHER,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 11,4411,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 12,4412,DEMOCRATIC,67
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 12,4412,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 12,4412,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 13,4413,DEMOCRATIC,79
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 13,4413,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 13,4413,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 13,4413,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 14,4414,DEMOCRATIC,79
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 14,4414,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 14,4414,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 15,4415,DEMOCRATIC,62
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 15,4415,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 15,4415,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 15,4415,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 16,4416,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 16,4416,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 16,4416,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 16,4416,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 17,4417,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 17,4417,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 17,4417,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 18,4418,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 18,4418,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 18,4418,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 18,4418,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 19,4419,DEMOCRATIC,89
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 19,4419,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 44 DIV 19,4419,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 01,4501,DEMOCRATIC,57
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 01,4501,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 01,4501,REPUBLICAN,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 02,4502,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 02,4502,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 02,4502,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 02,4502,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 03,4503,DEMOCRATIC,118
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 03,4503,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 03,4503,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 03,4503,REPUBLICAN,81
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 04,4504,DEMOCRATIC,110
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 04,4504,REPUBLICAN,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 05,4505,DEMOCRATIC,60
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 05,4505,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 05,4505,REPUBLICAN,63
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 06,4506,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 06,4506,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 06,4506,REPUBLICAN,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 07,4507,DEMOCRATIC,62
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 07,4507,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 07,4507,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 07,4507,REPUBLICAN,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 08,4508,DEMOCRATIC,35
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 08,4508,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 09,4509,DEMOCRATIC,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 09,4509,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 10,4510,DEMOCRATIC,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 11,4511,DEMOCRATIC,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 11,4511,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 11,4511,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 12,4512,DEMOCRATIC,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 12,4512,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 12,4512,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 13,4513,DEMOCRATIC,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 13,4513,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 13,4513,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 14,4514,DEMOCRATIC,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 14,4514,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 45 DIV 15,4515,DEMOCRATIC,76
